pdb_pair,execution_time
pdb5l82_A_original_pdb5l82_A_hinge_0_sigma0.8948929172439201.command,0.3642425537109375
pdb6byg_A_original_pdb6byg_A_hinge_3_sigma0.8948929172439201.command,0.4945230484008789
pdb1qx1_A_original_pdb1qx1_A_hinge_1_sigma0.8948929172439201.command,0.7650201320648193
pdb5fvp_A_original_pdb5fvp_A_hinge_0_sigma0.8948929172439201.command,0.5217413902282715
pdb7vvg_A_original_pdb7vvg_A_hinge_2_sigma0.8948929172439201.command,0.4041097164154053
pdb6vb8_A_original_pdb6vb8_A_hinge_4_sigma0.8948929172439201.command,0.3807411193847656
pdb1npl_A_original_pdb1npl_A_hinge_1_sigma0.8948929172439201.command,0.3984081745147705
pdb7zsp_A_original_pdb7zsp_A_hinge_2_sigma0.8948929172439201.command,0.4571835994720459
pdb7fpk_A_original_pdb7fpk_A_hinge_5_sigma0.8948929172439201.command,0.47332763671875
pdb5rd3_A_original_pdb5rd3_A_hinge_5_sigma0.8948929172439201.command,0.4214308261871338
pdb4uhd_A_original_pdb4uhd_A_hinge_1_sigma0.8948929172439201.command,0.4535634517669678
pdb6tfq_A_original_pdb6tfq_A_hinge_1_sigma0.8948929172439201.command,0.39464688301086426
pdb5u79_A_original_pdb5u79_A_hinge_2_sigma0.8948929172439201.command,0.39414072036743164
pdb7g91_A_original_pdb7g91_A_hinge_2_sigma0.8948929172439201.command,0.4037292003631592
pdb7z2j_A_original_pdb7z2j_A_hinge_3_sigma0.8948929172439201.command,0.486386775970459
pdb5d4h_A_original_pdb5d4h_A_hinge_2_sigma0.8948929172439201.command,0.4650685787200928
pdb2wlt_A_original_pdb2wlt_A_hinge_1_sigma0.8948929172439201.command,0.3839449882507324
pdb5rh0_A_original_pdb5rh0_A_hinge_1_sigma0.8948929172439201.command,0.46966981887817383
pdb8aqf_A_original_pdb8aqf_A_hinge_5_sigma0.8948929172439201.command,0.47929859161376953
pdb2itq_A_original_pdb2itq_A_hinge_4_sigma0.8948929172439201.command,0.4949319362640381
pdb1g03_A_original_pdb1g03_A_hinge_1_sigma0.8948929172439201.command,0.3886747360229492
pdb2yfe_A_original_pdb2yfe_A_hinge_0_sigma0.8948929172439201.command,0.6325864791870117
pdb5nfj_A_original_pdb5nfj_A_hinge_4_sigma0.8948929172439201.command,0.3520185947418213
pdb4db8_A_original_pdb4db8_A_hinge_0_sigma0.8948929172439201.command,0.39264941215515137
pdb6uwq_A_original_pdb6uwq_A_hinge_4_sigma0.8948929172439201.command,0.40431880950927734
pdb4egn_A_original_pdb4egn_A_hinge_0_sigma0.8948929172439201.command,0.43428850173950195
pdb6mv9_A_original_pdb6mv9_A_hinge_1_sigma0.8948929172439201.command,0.4965932369232178
pdb5t0m_A_original_pdb5t0m_A_hinge_2_sigma0.8948929172439201.command,0.4415864944458008
pdb7k33_A_original_pdb7k33_A_hinge_1_sigma0.8948929172439201.command,0.46782445907592773
pdb5fmr_A_original_pdb5fmr_A_hinge_0_sigma0.8948929172439201.command,0.47701048851013184
pdb5jbd_A_original_pdb5jbd_A_hinge_2_sigma0.8948929172439201.command,0.6025347709655762
pdb6uo5_A_original_pdb6uo5_A_hinge_0_sigma0.8948929172439201.command,0.6193337440490723
pdb8jt1_A_original_pdb8jt1_A_hinge_3_sigma0.8948929172439201.command,0.6351232528686523
pdb5le5_A_original_pdb5le5_A_hinge_0_sigma0.8948929172439201.command,0.38408589363098145
pdb5v88_A_original_pdb5v88_A_hinge_2_sigma0.8948929172439201.command,0.6341888904571533
pdb2n9w_A_original_pdb2n9w_A_hinge_0_sigma0.8948929172439201.command,0.5382981300354004
pdb4fuf_A_original_pdb4fuf_A_hinge_4_sigma0.8948929172439201.command,0.4765148162841797
pdb8cpn_A_original_pdb8cpn_A_hinge_0_sigma0.8948929172439201.command,0.39387083053588867
pdb2y7e_A_original_pdb2y7e_A_hinge_0_sigma0.8948929172439201.command,0.41735291481018066
pdb4h7n_A_original_pdb4h7n_A_hinge_1_sigma0.8948929172439201.command,0.5261626243591309
pdb6cia_A_original_pdb6cia_A_hinge_5_sigma0.8948929172439201.command,0.43587470054626465
pdb1zk0_A_original_pdb1zk0_A_hinge_0_sigma0.8948929172439201.command,0.45786571502685547
pdb7vjx_A_original_pdb7vjx_A_hinge_2_sigma0.8948929172439201.command,0.5557940006256104
pdb6zwk_A_original_pdb6zwk_A_hinge_0_sigma0.8948929172439201.command,0.34095335006713867
pdb7gd1_A_original_pdb7gd1_A_hinge_1_sigma0.8948929172439201.command,0.44662928581237793
pdb4jsf_A_original_pdb4jsf_A_hinge_0_sigma0.8948929172439201.command,0.565767765045166
pdb6xuj_A_original_pdb6xuj_A_hinge_0_sigma0.8948929172439201.command,0.3970296382904053
pdb6ap8_A_original_pdb6ap8_A_hinge_2_sigma0.8948929172439201.command,0.35481905937194824
pdb5ugf_A_original_pdb5ugf_A_hinge_2_sigma0.8948929172439201.command,0.38892626762390137
pdb6teo_A_original_pdb6teo_A_hinge_1_sigma0.8948929172439201.command,0.55588698387146
pdb5ok2_A_original_pdb5ok2_A_hinge_5_sigma0.8948929172439201.command,0.6905784606933594
pdb5wk0_A_original_pdb5wk0_A_hinge_2_sigma0.8948929172439201.command,0.43602633476257324
pdb3zs7_A_original_pdb3zs7_A_hinge_4_sigma0.8948929172439201.command,0.47710084915161133
pdb5fse_A_original_pdb5fse_A_hinge_2_sigma0.8948929172439201.command,0.5049421787261963
pdb5ahz_A_original_pdb5ahz_A_hinge_5_sigma0.8948929172439201.command,0.45522356033325195
pdb4r4k_A_original_pdb4r4k_A_hinge_2_sigma0.8948929172439201.command,0.3617846965789795
pdb4idi_A_original_pdb4idi_A_hinge_0_sigma0.8948929172439201.command,0.39598870277404785
pdb5pic_A_original_pdb5pic_A_hinge_3_sigma0.8948929172439201.command,0.39484143257141113
pdb8bgj_A_original_pdb8bgj_A_hinge_1_sigma0.8948929172439201.command,0.5415806770324707
pdb1kpq_A_original_pdb1kpq_A_hinge_5_sigma0.8948929172439201.command,0.572573184967041
pdb6cf8_A_original_pdb6cf8_A_hinge_4_sigma0.8948929172439201.command,0.5424213409423828
