pdb,execution_time
pdb5jve_A_hinge_0_sigma0.8948929172439201.pdb,0.439525842666626
pdb5jve_A_hinge_2_sigma0.8948929172439201.pdb,0.43073463439941406
pdb5jve_A_hinge_1_sigma0.8948929172439201.pdb,0.3623538017272949
pdb5jve_A_hinge_3_sigma0.8948929172439201.pdb,0.3854999542236328
pdb5jve_A_hinge_4_sigma0.8948929172439201.pdb,0.3757588863372803
pdb5o8w_A_hinge_2_sigma0.8948929172439201.pdb,1.5154075622558594
pdb5o8w_A_hinge_0_sigma0.8948929172439201.pdb,1.5056960582733154
pdb5o8w_A_hinge_1_sigma0.8948929172439201.pdb,1.584995985031128
pdb5o8w_A_hinge_5_sigma0.8948929172439201.pdb,1.44681715965271
pdb5o8w_A_hinge_4_sigma0.8948929172439201.pdb,1.4473516941070557
pdb5o8w_A_hinge_3_sigma0.8948929172439201.pdb,1.503375768661499
pdb8swr_A_hinge_2_sigma0.8948929172439201.pdb,0.670987606048584
pdb8swr_A_hinge_5_sigma0.8948929172439201.pdb,0.6209650039672852
pdb8swr_A_hinge_1_sigma0.8948929172439201.pdb,0.6353425979614258
pdb8swr_A_hinge_0_sigma0.8948929172439201.pdb,0.7087700366973877
pdb8swr_A_hinge_3_sigma0.8948929172439201.pdb,0.7341001033782959
pdb8swr_A_hinge_4_sigma0.8948929172439201.pdb,0.6408553123474121
pdb4e0p_A_hinge_2_sigma0.8948929172439201.pdb,1.6879475116729736
pdb4e0p_A_hinge_5_sigma0.8948929172439201.pdb,1.3319380283355713
pdb4e0p_A_hinge_1_sigma0.8948929172439201.pdb,1.3124263286590576
pdb4e0p_A_hinge_3_sigma0.8948929172439201.pdb,1.328956127166748
pdb4e0p_A_hinge_4_sigma0.8948929172439201.pdb,1.379892349243164
pdb4e0p_A_hinge_0_sigma0.8948929172439201.pdb,1.692640781402588
pdb5u79_A_hinge_1_sigma0.8948929172439201.pdb,0.40444374084472656
pdb5u79_A_hinge_0_sigma0.8948929172439201.pdb,0.4096558094024658
